"ModernName","Date"
"american redstart",1928-05-14
"american robin",1928-05-14
"baltimore oriole",1928-05-14
"black and white warbler",1928-05-14
"blue-headed vireo",1928-05-14
"blue jay",1928-05-14
"bonaparte's gull",1928-05-14
"brown-headed cowbird",1928-05-14
"brown thrasher",1928-05-14
"chimney swift",1928-05-14
"chipping sparrow",1928-05-14
"clay-colored sparrow",1928-05-14
"common tern",1928-05-14
"common yellow-throat",1928-05-14
"eastern bluebird",1928-05-14
"grackle",1928-05-14
"gray-cheeked thrush",1928-05-14
"gray catbird",1928-05-14
"herring gull",1928-05-14
"least flycatcher",1928-05-14
"lincoln sparrow",1928-05-14
"magnolia warbler",1928-05-14
"nashville warbler",1928-05-14
"northern flicker",1928-05-14
"northern waterthrush",1928-05-14
"oven-bird",1928-05-14
"palm warbler",1928-05-14
"purple martin",1928-05-14
"red-headed woodpecker",1928-05-14
"red-winged blackbird",1928-05-14
"rose-breasted grosbeak",1928-05-14
"ruby-crowned kinglet",1928-05-14
"savanna sparrow",1928-05-14
"song sparrow",1928-05-14
"spotted sandpiper",1928-05-14
"swainson's thrush",1928-05-14
"veery",1928-05-14
"white-crowned sparrow",1928-05-14
"white-throated sparrow",1928-05-14
"yellow-bellied sapsucker",1928-05-14
"yellow-rumped warbler",1928-05-14
"yellow warbler",1928-05-14
"american redstart",1928-05-15
"american robin",1928-05-15
"baltimore oriole",1928-05-15
"barn swallow",1928-05-15
"black-billed cuckoo",1928-05-15
"black-poll warbler",1928-05-15
"black-throated blue warbler",1928-05-15
"blue-headed vireo",1928-05-15
"blue jay",1928-05-15
"bonaparte's gull",1928-05-15
"brown thrasher",1928-05-15
"cape may warbler",1928-05-15
"chestnut-sided warbler",1928-05-15
"common tern",1928-05-15
"common yellow-throat",1928-05-15
"field sparrow",1928-05-15
"grackle",1928-05-15
"gray-cheeked thrush",1928-05-15
"gray catbird",1928-05-15
"green heron",1928-05-15
"herring gull",1928-05-15
"house wren",1928-05-15
"indigo bunting",1928-05-15
"least flycatcher",1928-05-15
"lincoln sparrow",1928-05-15
"magnolia warbler",1928-05-15
"nashville warbler",1928-05-15
"northern flicker",1928-05-15
"northern waterthrush",1928-05-15
"oven-bird",1928-05-15
"palm warbler",1928-05-15
"prothonotary warbler",1928-05-15
"purple martin",1928-05-15
"red-headed woodpecker",1928-05-15
"red-throated loon",1928-05-15
"rose-breasted grosbeak",1928-05-15
"ruby-throated hummingbird",1928-05-15
"spotted sandpiper",1928-05-15
"swainson's thrush",1928-05-15
"swamp sparrow",1928-05-15
"tennessee warbler",1928-05-15
"veery",1928-05-15
"white-crowned sparrow",1928-05-15
"white-throated sparrow",1928-05-15
"yellow-rumped warbler",1928-05-15
"yellow warbler",1928-05-15
"american redstart",1928-05-16
"american robin",1928-05-16
"bay-breasted warbler",1928-05-16
"black-throated blue warbler",1928-05-16
"black-throated green warbler",1928-05-16
"black and white warbler",1928-05-16
"blue-headed vireo",1928-05-16
"blue jay",1928-05-16
"brown thrasher",1928-05-16
"chestnut-sided warbler",1928-05-16
"chipping sparrow",1928-05-16
"common tern",1928-05-16
"common yellow-throat",1928-05-16
"dark-eyed junco",1928-05-16
"eastern wood pewee",1928-05-16
"grackle",1928-05-16
"gray-cheeked thrush",1928-05-16
"gray catbird",1928-05-16
"least flycatcher",1928-05-16
"lincoln sparrow",1928-05-16
"magnolia warbler",1928-05-16
"nashville warbler",1928-05-16
"northern flicker",1928-05-16
"northern waterthrush",1928-05-16
"palm warbler",1928-05-16
"purple martin",1928-05-16
"red-headed woodpecker",1928-05-16
"swainson's thrush",1928-05-16
"veery",1928-05-16
"white-crowned sparrow",1928-05-16
"white-throated sparrow",1928-05-16
"wood thrush",1928-05-16
"yellow-rumped warbler",1928-05-16
"yellow warbler",1928-05-16
"american redstart",1928-05-17
"american robin",1928-05-17
"baltimore oriole",1928-05-17
"black-poll warbler",1928-05-17
"black-throated blue warbler",1928-05-17
"black-throated green warbler",1928-05-17
"black and white warbler",1928-05-17
"blackburnian warbler",1928-05-17
"blue jay",1928-05-17
"brown-headed cowbird",1928-05-17
"brown thrasher",1928-05-17
"cape may warbler",1928-05-17
"chestnut-sided warbler",1928-05-17
"chimney swift",1928-05-17
"common tern",1928-05-17
"common yellow-throat",1928-05-17
"dark-eyed junco",1928-05-17
"eastern wood pewee",1928-05-17
"field sparrow",1928-05-17
"grackle",1928-05-17
"gray-cheeked thrush",1928-05-17
"gray catbird",1928-05-17
"great-crested flycatcher",1928-05-17
"green heron",1928-05-17
"herring gull",1928-05-17
"least flycatcher",1928-05-17
"lincoln sparrow",1928-05-17
"magnolia warbler",1928-05-17
"nashville warbler",1928-05-17
"northern flicker",1928-05-17
"northern waterthrush",1928-05-17
"oven-bird",1928-05-17
"palm warbler",1928-05-17
"purple martin",1928-05-17
"red-headed woodpecker",1928-05-17
"rose-breasted grosbeak",1928-05-17
"ruby-crowned kinglet",1928-05-17
"scarlet tanager",1928-05-17
"spotted sandpiper",1928-05-17
"swainson's thrush",1928-05-17
"veery",1928-05-17
"white-crowned sparrow",1928-05-17
"white-throated sparrow",1928-05-17
"wilson's warbler",1928-05-17
"wood thrush",1928-05-17
"yellow-rumped warbler",1928-05-17
"yellow warbler",1928-05-17
"american bittern",1928-05-18
"american goldfinch",1928-05-18
"american redstart",1928-05-18
"american robin",1928-05-18
"bay-breasted warbler",1928-05-18
"black-poll warbler",1928-05-18
"black-throated blue warbler",1928-05-18
"black-throated green warbler",1928-05-18
"black and white warbler",1928-05-18
"blackburnian warbler",1928-05-18
"blue jay",1928-05-18
"brown-headed cowbird",1928-05-18
"brown thrasher",1928-05-18
"canadian warbler",1928-05-18
"cape may warbler",1928-05-18
"chestnut-sided warbler",1928-05-18
"common tern",1928-05-18
"common yellow-throat",1928-05-18
"eastern wood pewee",1928-05-18
"grackle",1928-05-18
"grackle",1928-05-18
"gray-cheeked thrush",1928-05-18
"gray catbird",1928-05-18
"indigo bunting",1928-05-18
"indigo bunting",1928-05-18
"least flycatcher",1928-05-18
"magnolia warbler",1928-05-18
"marsh wren",1928-05-18
"mourning warbler",1928-05-18
"nashville warbler",1928-05-18
"northern flicker",1928-05-18
"northern parlua",1928-05-18
"northern waterthrush",1928-05-18
"orange-crowned warbler",1928-05-18
"oven-bird",1928-05-18
"ovenbird",1928-05-18
"palm warbler",1928-05-18
"purple martin",1928-05-18
"red-headed woodpecker",1928-05-18
"ruby-throated hummingbird",1928-05-18
"savanna sparrow",1928-05-18
"scarlet tanager",1928-05-18
"spotted sandpiper",1928-05-18
"swainson's thrush",1928-05-18
"veery",1928-05-18
"white-throated sparrow",1928-05-18
"wilson's warbler",1928-05-18
"yellow-rumped warbler",1928-05-18
"american redstart",1928-05-19
"american robin",1928-05-19
"bay-breasted warbler",1928-05-19
"black-poll warbler",1928-05-19
"black-throated blue warbler",1928-05-19
"black-throated green warbler",1928-05-19
"black and white warbler",1928-05-19
"blackburnian warbler",1928-05-19
"blue-headed vireo",1928-05-19
"blue jay",1928-05-19
"bobolink",1928-05-19
"brown thrasher",1928-05-19
"canadian warbler",1928-05-19
"cape may warbler",1928-05-19
"chestnut-sided warbler",1928-05-19
"chimney swift",1928-05-19
"common tern",1928-05-19
"common yellow-throat",1928-05-19
"field sparrow",1928-05-19
"grackle",1928-05-19
"gray-cheeked thrush",1928-05-19
"gray catbird",1928-05-19
"great-crested flycatcher",1928-05-19
"herring gull",1928-05-19
"indigo bunting",1928-05-19
"least flycatcher",1928-05-19
"lincoln sparrow",1928-05-19
"magnolia warbler",1928-05-19
"nashville warbler",1928-05-19
"northern flicker",1928-05-19
"oven-bird",1928-05-19
"palm warbler",1928-05-19
"purple martin",1928-05-19
"red-headed woodpecker",1928-05-19
"spotted sandpiper",1928-05-19
"swainson's thrush",1928-05-19
"veery",1928-05-19
"white-throated sparrow",1928-05-19
"wilson's warbler",1928-05-19
"yellow-rumped warbler",1928-05-19
"yellow warbler",1928-05-19
"american redstart",1928-05-20
"american robin",1928-05-20
"baltimore oriole",1928-05-20
"bay-breasted warbler",1928-05-20
"black-poll warbler",1928-05-20
"black and white warbler",1928-05-20
"blackburnian warbler",1928-05-20
"blue-headed vireo",1928-05-20
"blue jay",1928-05-20
"brown-headed cowbird",1928-05-20
"brown thrasher",1928-05-20
"canadian warbler",1928-05-20
"chestnut-sided warbler",1928-05-20
"clay-colored sparrow",1928-05-20
"common tern",1928-05-20
"common yellow-throat",1928-05-20
"eastern kingbird",1928-05-20
"eastern wood pewee",1928-05-20
"grackle",1928-05-20
"gray-cheeked thrush",1928-05-20
"gray catbird",1928-05-20
"indigo bunting",1928-05-20
"killdeer",1928-05-20
"least flycatcher",1928-05-20
"lincoln sparrow",1928-05-20
"magnolia warbler",1928-05-20
"northern flicker",1928-05-20
"northern parlua",1928-05-20
"northern waterthrush",1928-05-20
"palm warbler",1928-05-20
"purple martin",1928-05-20
"puruple finch",1928-05-20
"red-headed woodpecker",1928-05-20
"ruby-crowned kinglet",1928-05-20
"spotted sandpiper",1928-05-20
"swainson's thrush",1928-05-20
"veery",1928-05-20
"warbling vireo",1928-05-20
"white-throated sparrow",1928-05-20
"wilson's warbler",1928-05-20
"yellow-rumped warbler",1928-05-20
"yellow warbler",1928-05-20
"american redstart",1928-05-21
"american robin",1928-05-21
"baltimore oriole",1928-05-21
"black-poll warbler",1928-05-21
"black-throated blue warbler",1928-05-21
"black-throated green warbler",1928-05-21
"black and white warbler",1928-05-21
"blue jay",1928-05-21
"brown thrasher",1928-05-21
"canadian warbler",1928-05-21
"cape may warbler",1928-05-21
"chestnut-sided warbler",1928-05-21
"chimney swift",1928-05-21
"common nighthawk",1928-05-21
"common tern",1928-05-21
"common yellow-throat",1928-05-21
"eastern wood pewee",1928-05-21
"field sparrow",1928-05-21
"grackle",1928-05-21
"gray-cheeked thrush",1928-05-21
"gray catbird",1928-05-21
"green heron",1928-05-21
"herring gull",1928-05-21
"house wren",1928-05-21
"indigo bunting",1928-05-21
"killdeer",1928-05-21
"least flycatcher",1928-05-21
"lincoln sparrow",1928-05-21
"magnolia warbler",1928-05-21
"mourning warbler",1928-05-21
"nashville warbler",1928-05-21
"northern flicker",1928-05-21
"oven-bird",1928-05-21
"palm warbler",1928-05-21
"purple martin",1928-05-21
"puruple finch",1928-05-21
"red-headed woodpecker",1928-05-21
"ruby-crowned kinglet",1928-05-21
"scarlet tanager",1928-05-21
"spotted sandpiper",1928-05-21
"swainson's thrush",1928-05-21
"swamp sparrow",1928-05-21
"veery",1928-05-21
"warbling vireo",1928-05-21
"white-throated sparrow",1928-05-21
"wilson's warbler",1928-05-21
"yellow-rumped warbler",1928-05-21
"yellow warbler",1928-05-21
"american redstart",1928-05-22
"american robin",1928-05-22
"bay-breasted warbler",1928-05-22
"belted kingfisher",1928-05-22
"black-throated green warbler",1928-05-22
"black and white warbler",1928-05-22
"blue jay",1928-05-22
"brown thrasher",1928-05-22
"canadian warbler",1928-05-22
"cape may warbler",1928-05-22
"chestnut-sided warbler",1928-05-22
"chimney swift",1928-05-22
"chipping sparrow",1928-05-22
"common tern",1928-05-22
"common yellow-throat",1928-05-22
"grackle",1928-05-22
"gray-cheeked thrush",1928-05-22
"gray catbird",1928-05-22
"green heron",1928-05-22
"least flycatcher",1928-05-22
"lincoln sparrow",1928-05-22
"magnolia warbler",1928-05-22
"nashville warbler",1928-05-22
"northern flicker",1928-05-22
"northern waterthrush",1928-05-22
"oven-bird",1928-05-22
"philadelphia vireo",1928-05-22
"purple martin",1928-05-22
"red-headed woodpecker",1928-05-22
"red-winged blackbird",1928-05-22
"rose-breasted grosbeak",1928-05-22
"spotted sandpiper",1928-05-22
"swainson's thrush",1928-05-22
"swamp sparrow",1928-05-22
"veery",1928-05-22
"white-throated sparrow",1928-05-22
"wilson's warbler",1928-05-22
"wood thrush",1928-05-22
"yellow-rumped warbler",1928-05-22
"american goldfinch",1928-05-23
"american redstart",1928-05-23
"american robin",1928-05-23
"black-throated green warbler",1928-05-23
"blue jay",1928-05-23
"brown thrasher",1928-05-23
"canadian warbler",1928-05-23
"chestnut-sided warbler",1928-05-23
"chipping sparrow",1928-05-23
"common yellow-throat",1928-05-23
"grackle",1928-05-23
"gray-cheeked thrush",1928-05-23
"herring gull",1928-05-23
"killdeer",1928-05-23
"lincoln sparrow",1928-05-23
"northern flicker",1928-05-23
"purple martin",1928-05-23
"red-headed woodpecker",1928-05-23
"red-winged blackbird",1928-05-23
"spotted sandpiper",1928-05-23
"swainson's thrush",1928-05-23
"yellow warbler",1928-05-23
"american redstart",1928-05-24
"american robin",1928-05-24
"baltimore oriole",1928-05-24
"bay-breasted warbler",1928-05-24
"black-throated green warbler",1928-05-24
"black and white warbler",1928-05-24
"brown thrasher",1928-05-24
"cape may warbler",1928-05-24
"chestnut-sided warbler",1928-05-24
"chimney swift",1928-05-24
"chipping sparrow",1928-05-24
"common yellow-throat",1928-05-24
"grackle",1928-05-24
"gray-cheeked thrush",1928-05-24
"gray catbird",1928-05-24
"herring gull",1928-05-24
"magnolia warbler",1928-05-24
"northern flicker",1928-05-24
"palm warbler",1928-05-24
"purple martin",1928-05-24
"red-breasted nuthatch",1928-05-24
"red-headed woodpecker",1928-05-24
"rose-breasted grosbeak",1928-05-24
"spotted sandpiper",1928-05-24
"swainson's thrush",1928-05-24
"yellow-rumped warbler",1928-05-24
"yellow warbler",1928-05-24
"american robin",1928-05-25
"bay-breasted warbler",1928-05-25
"black-poll warbler",1928-05-25
"black and white warbler",1928-05-25
"blue jay",1928-05-25
"brown thrasher",1928-05-25
"cape may warbler",1928-05-25
"chestnut-sided warbler",1928-05-25
"chimney swift",1928-05-25
"common tern",1928-05-25
"common yellow-throat",1928-05-25
"grackle",1928-05-25
"grackle",1928-05-25
"gray-cheeked thrush",1928-05-25
"gray catbird",1928-05-25
"least flycatcher",1928-05-25
"lincoln sparrow",1928-05-25
"magnolia warbler",1928-05-25
"northern flicker",1928-05-25
"oven-bird",1928-05-25
"philadelphia vireo",1928-05-25
"purple martin",1928-05-25
"red-headed woodpecker",1928-05-25
"red-winged blackbird",1928-05-25
"spotted sandpiper",1928-05-25
"swainson's thrush",1928-05-25
"american goldfinch",1928-05-26
"american robin",1928-05-26
"black-throated green warbler",1928-05-26
"blackburnian warbler",1928-05-26
"blue-headed vireo",1928-05-26
"blue jay",1928-05-26
"brown thrasher",1928-05-26
"canadian warbler",1928-05-26
"cape may warbler",1928-05-26
"chestnut-sided warbler",1928-05-26
"chimney swift",1928-05-26
"common tern",1928-05-26
"common yellow-throat",1928-05-26
"grackle",1928-05-26
"gray-cheeked thrush",1928-05-26
"gray catbird",1928-05-26
"herring gull",1928-05-26
"least flycatcher",1928-05-26
"lincoln sparrow",1928-05-26
"magnolia warbler",1928-05-26
"mourning warbler",1928-05-26
"northern flicker",1928-05-26
"purple martin",1928-05-26
"red-headed woodpecker",1928-05-26
"red-winged blackbird",1928-05-26
"rose-breasted grosbeak",1928-05-26
"spotted sandpiper",1928-05-26
"swainson's thrush",1928-05-26
"yellow-rumped warbler",1928-05-26
"american redstart",1928-05-27
"american robin",1928-05-27
"bay-breasted warbler",1928-05-27
"belted kingfisher",1928-05-27
"black-poll warbler",1928-05-27
"blue jay",1928-05-27
"canadian warbler",1928-05-27
"chimney swift",1928-05-27
"common yellow-throat",1928-05-27
"eastern wood pewee",1928-05-27
"grackle",1928-05-27
"gray-cheeked thrush",1928-05-27
"gray catbird",1928-05-27
"herring gull",1928-05-27
"northern flicker",1928-05-27
"northern waterthrush",1928-05-27
"philadelphia vireo",1928-05-27
"purple martin",1928-05-27
"red-headed woodpecker",1928-05-27
"red-winged blackbird",1928-05-27
"rose-breasted grosbeak",1928-05-27
"swainson's thrush",1928-05-27
"tennessee warbler",1928-05-27
"veery",1928-05-27
"white-throated sparrow",1928-05-27
"american robin",1928-05-28
"blue-headed vireo",1928-05-28
"blue jay",1928-05-28
"bobolink",1928-05-28
"bonaparte's gull",1928-05-28
"brown thrasher",1928-05-28
"chimney swift",1928-05-28
"chipping sparrow",1928-05-28
"common tern",1928-05-28
"common yellow-throat",1928-05-28
"field sparrow",1928-05-28
"grackle",1928-05-28
"gray-cheeked thrush",1928-05-28
"gray catbird",1928-05-28
"killdeer",1928-05-28
"least flycatcher",1928-05-28
"lincoln sparrow",1928-05-28
"magnolia warbler",1928-05-28
"mourning warbler",1928-05-28
"northern flicker",1928-05-28
"northern waterthrush",1928-05-28
"oven-bird",1928-05-28
"purple martin",1928-05-28
"red-headed woodpecker",1928-05-28
"red-winged blackbird",1928-05-28
"spotted sandpiper",1928-05-28
"swainson's thrush",1928-05-28
"wilson's warbler",1928-05-28
"yellow warbler",1928-05-28
"american redstart",1928-05-29
"american robin",1928-05-29
"bay-breasted warbler",1928-05-29
"black-poll warbler",1928-05-29
"black-throated blue warbler",1928-05-29
"black-throated green warbler",1928-05-29
"black and white warbler",1928-05-29
"blue-headed vireo",1928-05-29
"blue jay",1928-05-29
"brown thrasher",1928-05-29
"canadian warbler",1928-05-29
"chestnut-sided warbler",1928-05-29
"chimney swift",1928-05-29
"common tern",1928-05-29
"common yellow-throat",1928-05-29
"eastern wood pewee",1928-05-29
"grackle",1928-05-29
"gray-cheeked thrush",1928-05-29
"herring gull",1928-05-29
"indigo bunting",1928-05-29
"least flycatcher",1928-05-29
"lincoln sparrow",1928-05-29
"magnolia warbler",1928-05-29
"mourning warbler",1928-05-29
"northern flicker",1928-05-29
"northern waterthrush",1928-05-29
"purple martin",1928-05-29
"red-eyed vireo",1928-05-29
"red-headed woodpecker",1928-05-29
"rose-breasted grosbeak",1928-05-29
"ruby-crowned kinglet",1928-05-29
"scarlet tanager",1928-05-29
"spotted sandpiper",1928-05-29
"swainson's thrush",1928-05-29
"white-throated sparrow",1928-05-29
"wilson's warbler",1928-05-29
"yellow-bellied flycatcher",1928-05-29
"yellow warbler",1928-05-29
"american redstart",1928-05-30
"american robin",1928-05-30
"bay-breasted warbler",1928-05-30
"brown thrasher",1928-05-30
"canadian warbler",1928-05-30
"chimney swift",1928-05-30
"common tern",1928-05-30
"common yellow-throat",1928-05-30
"connecticut warbler",1928-05-30
"eastern wood pewee",1928-05-30
"grackle",1928-05-30
"gray-cheeked thrush",1928-05-30
"herring gull",1928-05-30
"least flycatcher",1928-05-30
"magnolia warbler",1928-05-30
"mourning warbler",1928-05-30
"northern flicker",1928-05-30
"oven-bird",1928-05-30
