"","ModernName","Date","Time","Location","n","Observer","Weather","Year"
"258","american robin",2012-05-09,12H 17M 0S,"Canal",7,"Marian Vernon","Overcast",2012
"259","canada goose",2012-05-09,12H 17M 0S,"Canal",20,"Marian Vernon","Overcast",2012
"260","common grackle",2012-05-09,12H 17M 0S,"Canal",6,"Marian Vernon","Overcast",2012
"261","european starling",2012-05-09,12H 17M 0S,"Canal",60,"Marian Vernon","Overcast",2012
"262","house sparrow",2012-05-09,12H 17M 0S,"Canal",30,"Marian Vernon","Overcast",2012
"263","mallard",2012-05-09,12H 17M 0S,"Canal",4,"Marian Vernon","Overcast",2012
"264","ring billed gull",2012-05-09,12H 17M 0S,"Canal",15,"Marian Vernon","Overcast",2012
"265","warbling vireo",2012-05-09,12H 36M 0S,"Lily Pond",1,"Mason Fidino","Sunny",2012
"266","red winged blackbird",2012-05-09,12H 36M 0S,"Lily Pond",1,"Mason Fidino","Sunny",2012
"267","song sparrow",2012-05-09,12H 36M 0S,"Lily Pond",1,"Mason Fidino","Sunny",2012
"268","red winged blackbird",2012-05-09,12H 36M 0S,"Lily Pond",2,"Mason Fidino","Sunny",2012
"269","white crowned sparrow",2012-05-09,12H 36M 0S,"Lily Pond",1,"Mason Fidino","Sunny",2012
"270","black and white warbler",2012-05-09,12H 36M 0S,"Lily Pond",1,"Mason Fidino","Sunny",2012
"271","palm warbler",2012-05-09,12H 36M 0S,"Lily Pond",2,"Mason Fidino","Sunny",2012
"272","magnolia warbler",2012-05-09,12H 36M 0S,"Lily Pond",1,"Mason Fidino","Sunny",2012
"273","american tree sparrow",2012-05-09,12H 36M 0S,"Lily Pond",1,"Mason Fidino","Sunny",2012
"274","brown thrasher",2012-05-09,12H 36M 0S,"Lily Pond",1,"Mason Fidino","Sunny",2012
"275","canada goose",2012-05-09,12H 47M 0S,"Lily Pond",2,"Mason Fidino","Sunny",2012
"276","common grackle",2012-05-09,12H 47M 0S,"Lily Pond",4,"Mason Fidino","Sunny",2012
"277","european starling",2012-05-09,12H 47M 0S,"Lily Pond",1,"Mason Fidino","Sunny",2012
"278","house sparrow",2012-05-09,12H 47M 0S,"Lily Pond",4,"Mason Fidino","Sunny",2012
"279","mallard",2012-05-09,12H 47M 0S,"Lily Pond",10,"Mason Fidino","Sunny",2012
"280","wood duck",2012-05-09,12H 47M 0S,"Lily Pond",2,"Mason Fidino","Sunny",2012
"281","american coot",2012-05-09,11H 54M 0S,"Nature Boardwalk",2,"Mason Fidino","Overcast",2012
"282","red winged blackbird",2012-05-09,11H 54M 0S,"Nature Boardwalk",2,"Mason Fidino","Overcast",2012
"283","red winged blackbird",2012-05-09,11H 54M 0S,"Nature Boardwalk",2,"Mason Fidino","Overcast",2012
"284","white throated sparrow",2012-05-09,11H 54M 0S,"Nature Boardwalk",1,"Mason Fidino","Overcast",2012
"285","chimney swift",2012-05-09,11H 21M 0S,"South of Nature Boardwalk",1,"Mason Fidino","Overcast",2012
"286","hermit thrush",2012-05-09,11H 21M 0S,"South of Nature Boardwalk",2,"Mason Fidino","Overcast",2012
"287","common yellowthroat",2012-05-09,11H 21M 0S,"South of Nature Boardwalk",1,"Mason Fidino","Overcast",2012
"288","white throated sparrow",2012-05-09,11H 21M 0S,"South of Nature Boardwalk",1,"Mason Fidino","Overcast",2012
"289","northern cardinal",2012-05-09,11H 21M 0S,"South of Nature Boardwalk",1,"Mason Fidino","Overcast",2012
"290","black capped chickadee",2012-05-09,11H 21M 0S,"South of Nature Boardwalk",1,"Mason Fidino","Overcast",2012
"291","yellow rumped warbler",2012-05-09,11H 21M 0S,"South of Nature Boardwalk",5,"Mason Fidino","Overcast",2012
"292","american redstart",2012-05-09,11H 21M 0S,"South of Nature Boardwalk",1,"Mason Fidino","Overcast",2012
"293","magnolia warbler",2012-05-09,11H 21M 0S,"South of Nature Boardwalk",1,"Mason Fidino","Overcast",2012
"294","chestnut sided warbler",2012-05-09,11H 21M 0S,"South of Nature Boardwalk",1,"Mason Fidino","Overcast",2012
"295","yellow rumped warbler",2012-05-09,11H 21M 0S,"South of Nature Boardwalk",1,"Mason Fidino","Overcast",2012
"296","red winged blackbird",2012-05-09,10H 18M 0S,"North Pond",12,"Mason Fidino","Overcast",2012
"297","red winged blackbird",2012-05-09,10H 18M 0S,"North Pond",5,"Mason Fidino","Overcast",2012
"298","yellow rumped warbler",2012-05-09,10H 18M 0S,"North Pond",6,"Mason Fidino","Overcast",2012
"299","palm warbler",2012-05-09,10H 18M 0S,"North Pond",10,"Mason Fidino","Overcast",2012
"300","caspian tern",2012-05-09,10H 18M 0S,"North Pond",2,"Mason Fidino","Overcast",2012
"301","blue winged teal",2012-05-09,10H 18M 0S,"North Pond",2,"Mason Fidino","Overcast",2012
"302","gray catbird",2012-05-09,10H 18M 0S,"North Pond",1,"Mason Fidino","Overcast",2012
"303","domestic goose",2012-05-09,10H 18M 0S,"North Pond",2,"Mason Fidino","Overcast",2012
"304","palm warbler",2012-05-09,10H 18M 0S,"North Pond",1,"Mason Fidino","Overcast",2012
"305","common yellowthroat",2012-05-09,10H 18M 0S,"North Pond",2,"Mason Fidino","Overcast",2012
"306","northern rough winged swallow",2012-05-09,10H 18M 0S,"North Pond",1,"Mason Fidino","Overcast",2012
"307","barn swallow",2012-05-09,10H 18M 0S,"North Pond",1,"Mason Fidino","Overcast",2012
"308","white crowned sparrow",2012-05-09,10H 18M 0S,"North Pond",1,"Mason Fidino","Overcast",2012
"309","domestic goose",2012-05-09,10H 18M 0S,"North Pond",2,"Mason Fidino","Overcast",2012
"310","warbling vireo",2012-05-09,10H 18M 0S,"North Pond",1,"Mason Fidino","Overcast",2012
"311","palm warbler",2012-05-09,9H 45M 0S,"South of Conservatory",1,"Mason Fidino","Overcast",2012
"312","gray catbird",2012-05-09,9H 45M 0S,"South of Conservatory",1,"Mason Fidino","Overcast",2012
"313","white crowned sparrow",2012-05-09,9H 45M 0S,"South of Conservatory",1,"Mason Fidino","Overcast",2012
"314","hermit thrush",2012-05-09,9H 45M 0S,"South of Conservatory",1,"Mason Fidino","Overcast",2012
"315","white crowned sparrow",2012-05-09,9H 45M 0S,"South of Conservatory",1,"Mason Fidino","Overcast",2012
"316","chimney swift",2012-05-09,9H 45M 0S,"South of Conservatory",4,"Mason Fidino","Overcast",2012
"317","palm warbler",2012-05-09,8H 46M 0S,"Lincoln Park Zoo",2,"Mason Fidino","Overcast",2012
"318","palm warbler",2012-05-09,8H 46M 0S,"Lincoln Park Zoo",2,"Mason Fidino","Overcast",2012
"319","gray catbird",2012-05-09,8H 46M 0S,"Lincoln Park Zoo",4,"Mason Fidino","Overcast",2012
"320","red winged blackbird",2012-05-09,8H 46M 0S,"Lincoln Park Zoo",4,"Mason Fidino","Overcast",2012
"321","hermit thrush",2012-05-09,8H 46M 0S,"Lincoln Park Zoo",1,"Mason Fidino","Overcast",2012
"322","warbling vireo",2012-05-09,8H 46M 0S,"Lincoln Park Zoo",1,"Mason Fidino","Overcast",2012
"323","black and white warbler",2012-05-09,8H 46M 0S,"Lincoln Park Zoo",1,"Mason Fidino","Overcast",2012
"324","yellow rumped warbler",2012-05-09,8H 46M 0S,"Lincoln Park Zoo",1,"Mason Fidino","Overcast",2012
"325","american redstart",2012-05-09,8H 46M 0S,"Lincoln Park Zoo",2,"Mason Fidino","Overcast",2012
"326","northern cardinal",2012-05-09,8H 46M 0S,"Lincoln Park Zoo",1,"Mason Fidino","Overcast",2012
"327","red winged blackbird",2012-05-09,8H 46M 0S,"Lincoln Park Zoo",6,"Mason Fidino","Overcast",2012
"328","northern rough winged swallow",2012-05-09,8H 46M 0S,"Lincoln Park Zoo",1,"Mason Fidino","Overcast",2012
"329","white crowned sparrow",2012-05-09,8H 46M 0S,"Lincoln Park Zoo",2,"Mason Fidino","Overcast",2012
"330","mourning dove",2012-05-09,8H 46M 0S,"Lincoln Park Zoo",3,"Mason Fidino","Overcast",2012
"331","american kestrel",2012-05-09,8H 46M 0S,"Lincoln Park Zoo",1,"Mason Fidino","Overcast",2012
"332","house sparrow",2012-05-20,8H 56M 0S,"Canal",7,"Mason Fidino","Sunny",2012
"333","common grackle",2012-05-20,8H 56M 0S,"Canal",7,"Mason Fidino","Sunny",2012
"334","canada goose",2012-05-20,8H 56M 0S,"Canal",21,"Mason Fidino","Sunny",2012
"335","mallard",2012-05-20,8H 56M 0S,"Canal",7,"Mason Fidino","Sunny",2012
"336","american redstart",2012-05-20,8H 56M 0S,"Canal",1,"Mason Fidino","Sunny",2012
"337","european starling",2012-05-20,8H 56M 0S,"Canal",23,"Mason Fidino","Sunny",2012
"338","red winged blackbird",2012-05-20,8H 56M 0S,"Canal",1,"Mason Fidino","Sunny",2012
"339","american robin",2012-05-20,8H 56M 0S,"Canal",1,"Mason Fidino","Sunny",2012
"340","northern cardinal",2012-05-20,8H 56M 0S,"Canal",1,"Mason Fidino","Sunny",2012
"341","red winged blackbird",2012-05-20,8H 56M 0S,"Canal",1,"Mason Fidino","Sunny",2012
"342","rock pigeon",2012-05-20,8H 56M 0S,"Canal",1,"Mason Fidino","Sunny",2012
"343","american redstart",2012-05-20,8H 56M 0S,"Canal",1,"Mason Fidino","Sunny",2012
"344","warbling vireo",2012-05-20,8H 56M 0S,"Canal",2,"Mason Fidino","Sunny",2012
"345","blackpoll warbler",2012-05-20,8H 56M 0S,"Canal",2,"Mason Fidino","Sunny",2012
"346","american goldfinch",2012-05-20,8H 56M 0S,"Canal",1,"Mason Fidino","Sunny",2012
"347","yellow warbler",2012-05-20,8H 56M 0S,"Canal",1,"Mason Fidino","Sunny",2012
"348","cedar waxwing",2012-05-20,8H 56M 0S,"Canal",2,"Mason Fidino","Sunny",2012
"349","canada warbler",2012-05-20,8H 56M 0S,"Canal",1,"Mason Fidino","Sunny",2012
"350","ring billed gull",2012-05-20,8H 56M 0S,"Canal",8,"Mason Fidino","Sunny",2012
"351","willow flycatcher",2012-05-20,9H 25M 0S,"Canal",1,"Mason Fidino","Sunny",2012
"352","black throated green warbler",2012-05-20,10H 13M 0S,"South of Nature Boardwalk",1,"Mason Fidino","Sunny",2012
"353","common grackle",2012-05-20,10H 13M 0S,"South of Nature Boardwalk",4,"Mason Fidino","Sunny",2012
"354","black crowned night heron",2012-05-20,10H 13M 0S,"South of Nature Boardwalk",158,"Mason Fidino","Sunny",2012
"355","black capped chickadee",2012-05-20,10H 13M 0S,"South of Nature Boardwalk",2,"Mason Fidino","Sunny",2012
"356","european starling",2012-05-20,10H 13M 0S,"South of Nature Boardwalk",18,"Mason Fidino","Sunny",2012
"357","mallard",2012-05-20,10H 13M 0S,"South of Nature Boardwalk",1,"Mason Fidino","Sunny",2012
"358","american robin",2012-05-20,10H 13M 0S,"South of Nature Boardwalk",4,"Mason Fidino","Sunny",2012
"359","gray cheeked thrush",2012-05-20,9H 27M 0S,"South of Nature Boardwalk",1,"Mason Fidino","Sunny",2012
"360","rock pigeon",2012-05-20,9H 27M 0S,"South of Nature Boardwalk",41,"Mason Fidino","Sunny",2012
"361","house sparrow",2012-05-20,9H 27M 0S,"South of Nature Boardwalk",37,"Mason Fidino","Sunny",2012
"362","american crow",2012-05-20,9H 27M 0S,"South of Nature Boardwalk",6,"Mason Fidino","Sunny",2012
"363","canada warbler",2012-05-20,9H 27M 0S,"South of Nature Boardwalk",2,"Mason Fidino","Sunny",2012
"364","magnolia warbler",2012-05-20,9H 27M 0S,"South of Nature Boardwalk",1,"Mason Fidino","Sunny",2012
"365","chestnut sided warbler",2012-05-20,9H 27M 0S,"South of Nature Boardwalk",1,"Mason Fidino","Sunny",2012
"366","american redstart",2012-05-20,9H 27M 0S,"South of Nature Boardwalk",2,"Mason Fidino","Sunny",2012
"367","house sparrow",2012-05-20,10H 19M 0S,"South of Conservatory",4,"Mason Fidino","Sunny",2012
"368","american crow",2012-05-20,10H 19M 0S,"South of Conservatory",1,"Mason Fidino","Sunny",2012
"369","european starling",2012-05-20,10H 19M 0S,"South of Conservatory",6,"Mason Fidino","Sunny",2012
"370","eastern kingbird",2012-05-20,10H 19M 0S,"South of Conservatory",1,"Mason Fidino","Sunny",2012
"371","northern cardinal",2012-05-20,10H 19M 0S,"South of Conservatory",2,"Mason Fidino","Sunny",2012
"372","rock pigeon",2012-05-20,10H 19M 0S,"South of Conservatory",1,"Mason Fidino","Sunny",2012
"373","american robin",2012-05-20,10H 19M 0S,"South of Conservatory",2,"Mason Fidino","Sunny",2012
"374","common grackle",2012-05-20,10H 19M 0S,"South of Conservatory",2,"Mason Fidino","Sunny",2012
"375","black capped chickadee",2012-05-20,10H 19M 0S,"South of Conservatory",1,"Mason Fidino","Sunny",2012
"376","house finch",2012-05-20,10H 19M 0S,"South of Conservatory",2,"Mason Fidino","Sunny",2012
"377","chimney swift",2012-05-20,10H 19M 0S,"South of Conservatory",2,"Mason Fidino","Sunny",2012
"378","mallard",2012-05-20,11H 25M 0S,"North Pond",41,"Mason Fidino","Sunny",2012
"379","barn swallow",2012-05-20,11H 25M 0S,"North Pond",3,"Mason Fidino","Sunny",2012
"380","blackpoll warbler",2012-05-20,11H 25M 0S,"North Pond",9,"Mason Fidino","Sunny",2012
"381","american crow",2012-05-20,11H 25M 0S,"North Pond",3,"Mason Fidino","Sunny",2012
"382","house sparrow",2012-05-20,11H 25M 0S,"North Pond",17,"Mason Fidino","Sunny",2012
"383","european starling",2012-05-20,11H 25M 0S,"North Pond",23,"Mason Fidino","Sunny",2012
"384","canada goose",2012-05-20,11H 25M 0S,"North Pond",116,"Mason Fidino","Sunny",2012
"385","ring billed gull",2012-05-20,11H 25M 0S,"North Pond",3,"Mason Fidino","Sunny",2012
"386","red winged blackbird",2012-05-20,11H 25M 0S,"North Pond",5,"Mason Fidino","Sunny",2012
"387","wood duck",2012-05-20,11H 25M 0S,"North Pond",14,"Mason Fidino","Sunny",2012
"388","caspian tern",2012-05-20,11H 25M 0S,"North Pond",1,"Mason Fidino","Sunny",2012
"389","domestic goose",2012-05-20,11H 25M 0S,"North Pond",2,"Mason Fidino","Sunny",2012
"390","willow flycatcher",2012-05-20,11H 25M 0S,"North Pond",1,"Mason Fidino","Sunny",2012
"391","red eyed vireo",2012-05-20,11H 25M 0S,"North Pond",1,"Mason Fidino","Sunny",2012
"392","red eyed vireo",2012-05-20,11H 25M 0S,"North Pond",1,"Mason Fidino","Sunny",2012
"393","green heron",2012-05-20,11H 25M 0S,"North Pond",2,"Mason Fidino","Sunny",2012
"394","red winged blackbird",2012-05-20,11H 25M 0S,"North Pond",8,"Mason Fidino","Sunny",2012
"395","domestic goose",2012-05-20,11H 25M 0S,"North Pond",2,"Mason Fidino","Sunny",2012
"396","black throated green warbler",2012-05-20,11H 25M 0S,"North Pond",1,"Mason Fidino","Sunny",2012
"397","common grackle",2012-05-20,11H 25M 0S,"North Pond",4,"Mason Fidino","Sunny",2012
"398","savannah sparrow",2012-05-20,11H 25M 0S,"North Pond",1,"Mason Fidino","Sunny",2012
"399","hermit thrush",2012-05-20,11H 25M 0S,"North Pond",1,"Mason Fidino","Sunny",2012
"400","downy woodpecker",2012-05-20,11H 25M 0S,"North Pond",1,"Mason Fidino","Sunny",2012
"401","blue jay",2012-05-20,11H 25M 0S,"North Pond",1,"Mason Fidino","Sunny",2012
"402","blackpoll warbler",2012-05-20,11H 25M 0S,"North Pond",1,"Mason Fidino","Sunny",2012
"403","american robin",2012-05-20,11H 25M 0S,"North Pond",11,"Mason Fidino","Sunny",2012
"404","hooded warbler",2012-05-20,11H 25M 0S,"North Pond",1,"Mason Fidino","Sunny",2012
"405","magnolia warbler",2012-05-20,11H 25M 0S,"North Pond",1,"Mason Fidino","Sunny",2012
"406","swainson's thrush",2012-05-20,11H 25M 0S,"North Pond",1,"Mason Fidino","Sunny",2012
"407","northern waterthrush",2012-05-20,11H 25M 0S,"North Pond",2,"Mason Fidino","Sunny",2012
"408","american goldfinch",2012-05-20,11H 25M 0S,"North Pond",2,"Mason Fidino","Sunny",2012
"409","common yellowthroat",2012-05-20,11H 25M 0S,"North Pond",1,"Mason Fidino","Sunny",2012
"410","common yellowthroat",2012-05-20,11H 25M 0S,"North Pond",1,"Mason Fidino","Sunny",2012
"411","american crow",2012-05-20,11H 26M 0S,"Lily Pond",1,"Mason Fidino","Sunny",2012
"412","northern cardinal",2012-05-20,11H 26M 0S,"Lily Pond",1,"Mason Fidino","Sunny",2012
"413","northern rough winged swallow",2012-05-20,11H 26M 0S,"Lily Pond",3,"Mason Fidino","Sunny",2012
"414","red winged blackbird",2012-05-20,11H 26M 0S,"Lily Pond",2,"Mason Fidino","Sunny",2012
"415","house sparrow",2012-05-20,11H 26M 0S,"Lily Pond",2,"Mason Fidino","Sunny",2012
"416","common grackle",2012-05-20,11H 26M 0S,"Lily Pond",2,"Mason Fidino","Sunny",2012
"417","warbling vireo",2012-05-20,11H 26M 0S,"Lily Pond",1,"Mason Fidino","Sunny",2012
"418","mallard",2012-05-20,11H 26M 0S,"Lily Pond",4,"Mason Fidino","Sunny",2012
"419","song sparrow",2012-05-20,11H 26M 0S,"Lily Pond",1,"Mason Fidino","Sunny",2012
"420","wilson's warbler",2012-05-20,11H 26M 0S,"Lily Pond",1,"Mason Fidino","Sunny",2012
"421","house sparrow",2012-05-20,12H 4M 0S,"Lincoln Park Zoo",31,"Mason Fidino","Sunny",2012
"422","ring billed gull",2012-05-20,12H 4M 0S,"Lincoln Park Zoo",38,"Mason Fidino","Sunny",2012
"423","european starling",2012-05-20,12H 4M 0S,"Lincoln Park Zoo",6,"Mason Fidino","Sunny",2012
"424","mallard",2012-05-20,12H 4M 0S,"Lincoln Park Zoo",7,"Mason Fidino","Sunny",2012
"425","common grackle",2012-05-20,12H 4M 0S,"Lincoln Park Zoo",20,"Mason Fidino","Sunny",2012
"426","red winged blackbird",2012-05-20,12H 4M 0S,"Lincoln Park Zoo",1,"Mason Fidino","Sunny",2012
"427","black crowned night heron",2012-05-20,12H 4M 0S,"Lincoln Park Zoo",4,"Mason Fidino","Sunny",2012
"428","american robin",2012-05-20,12H 4M 0S,"Lincoln Park Zoo",4,"Mason Fidino","Sunny",2012
"429","wood duck",2012-05-20,12H 4M 0S,"Lincoln Park Zoo",1,"Mason Fidino","Sunny",2012
"430","american crow",2012-05-20,12H 4M 0S,"Lincoln Park Zoo",1,"Mason Fidino","Sunny",2012
"431","american redstart",2012-05-20,12H 4M 0S,"Lincoln Park Zoo",1,"Mason Fidino","Sunny",2012
"432","red winged blackbird",2012-05-20,12H 5M 0S,"Nature Boardwalk",1,"Mason Fidino","Sunny",2012
"433","red winged blackbird",2012-05-20,12H 5M 0S,"Nature Boardwalk",2,"Mason Fidino","Sunny",2012
"434","canada goose",2012-05-20,12H 5M 0S,"Nature Boardwalk",21,"Mason Fidino","Sunny",2012
"435","house sparrow",2012-05-20,12H 5M 0S,"Nature Boardwalk",4,"Mason Fidino","Sunny",2012
"436","european starling",2012-05-20,12H 5M 0S,"Nature Boardwalk",5,"Mason Fidino","Sunny",2012
"437","blackpoll warbler",2012-05-20,12H 5M 0S,"Nature Boardwalk",1,"Mason Fidino","Sunny",2012
"438","black crowned night heron",2012-05-20,12H 5M 0S,"Nature Boardwalk",5,"Mason Fidino","Sunny",2012
"439","mallard",2012-05-20,12H 5M 0S,"Nature Boardwalk",2,"Mason Fidino","Sunny",2012
"440","chimney swift",2012-05-20,12H 5M 0S,"Nature Boardwalk",3,"Mason Fidino","Sunny",2012
"441","american crow",2012-05-20,12H 5M 0S,"Nature Boardwalk",1,"Mason Fidino","Sunny",2012
"442","common grackle",2012-05-20,12H 5M 0S,"Nature Boardwalk",2,"Mason Fidino","Sunny",2012
"443","green heron",2012-05-20,12H 5M 0S,"Nature Boardwalk",1,"Mason Fidino","Sunny",2012
"444","ring billed gull",2012-05-20,12H 5M 0S,"Nature Boardwalk",1,"Mason Fidino","Sunny",2012
"445","barn swallow",2012-05-20,12H 5M 0S,"Nature Boardwalk",4,"Mason Fidino","Sunny",2012
"446","house sparrow",2012-05-19,11H 5M 0S,"Canal",12,"Mason Fidino","Sunny",2012
"447","canada goose",2012-05-19,11H 5M 0S,"Canal",37,"Mason Fidino","Sunny",2012
"448","ring billed gull",2012-05-19,11H 5M 0S,"Canal",24,"Mason Fidino","Sunny",2012
"449","european starling",2012-05-19,11H 5M 0S,"Canal",25,"Mason Fidino","Sunny",2012
"450","common grackle",2012-05-19,11H 5M 0S,"Canal",3,"Mason Fidino","Sunny",2012
"451","yellow warbler",2012-05-19,11H 5M 0S,"Canal",1,"Mason Fidino","Sunny",2012
"452","barn swallow",2012-05-19,11H 5M 0S,"Canal",1,"Mason Fidino","Sunny",2012
"453","american robin",2012-05-19,11H 5M 0S,"Canal",1,"Mason Fidino","Sunny",2012
"454","american crow",2012-05-19,11H 5M 0S,"Canal",1,"Mason Fidino","Sunny",2012
"455","blackpoll warbler",2012-05-19,11H 5M 0S,"Canal",1,"Mason Fidino","Sunny",2012
"456","american goldfinch",2012-05-19,11H 5M 0S,"Canal",1,"Mason Fidino","Sunny",2012
"457","rock pigeon",2012-05-19,11H 5M 0S,"Canal",1,"Mason Fidino","Sunny",2012
"458","caspian tern",2012-05-19,11H 5M 0S,"Canal",1,"Mason Fidino","Sunny",2012
"459","warbling vireo",2012-05-19,11H 5M 0S,"Canal",1,"Mason Fidino","Sunny",2012
"460","mallard",2012-05-19,11H 5M 0S,"Canal",2,"Mason Fidino","Sunny",2012
"461","gray catbird",2012-05-19,9H 19M 0S,"Lily Pond",2,"Mason Fidino","Sunny",2012
"462","blackpoll warbler",2012-05-19,9H 19M 0S,"Lily Pond",1,"Mason Fidino","Sunny",2012
"463","northern cardinal",2012-05-19,9H 19M 0S,"Lily Pond",1,"Mason Fidino","Sunny",2012
"464","red winged blackbird",2012-05-19,9H 19M 0S,"Lily Pond",2,"Mason Fidino","Sunny",2012
"465","american goldfinch",2012-05-19,9H 19M 0S,"Lily Pond",2,"Mason Fidino","Sunny",2012
"466","house sparrow",2012-05-19,9H 19M 0S,"Lily Pond",1,"Mason Fidino","Sunny",2012
"467","mallard",2012-05-19,9H 19M 0S,"Lily Pond",1,"Mason Fidino","Sunny",2012
"468","warbling vireo",2012-05-19,9H 19M 0S,"Lily Pond",1,"Mason Fidino","Sunny",2012
"469","song sparrow",2012-05-19,9H 19M 0S,"Lily Pond",1,"Mason Fidino","Sunny",2012
"470","blackpoll warbler",2012-05-19,9H 19M 0S,"Lily Pond",1,"Mason Fidino","Sunny",2012
"471","blue gray gnatcatcher",2012-05-19,9H 19M 0S,"Lily Pond",1,"Mason Fidino","Sunny",2012
"472","common grackle",2012-05-19,9H 19M 0S,"Lily Pond",1,"Mason Fidino","Sunny",2012
"473","magnolia warbler",2012-05-19,9H 19M 0S,"Lily Pond",1,"Mason Fidino","Sunny",2012
"474","magnolia warbler",2012-05-19,9H 19M 0S,"Lily Pond",1,"Mason Fidino","Sunny",2012
"475","red winged blackbird",2012-05-19,10H 18M 0S,"North Pond",7,"Mason Fidino","Sunny",2012
"476","canada goose",2012-05-19,10H 18M 0S,"North Pond",67,"Mason Fidino","Sunny",2012
"477","mallard",2012-05-19,10H 18M 0S,"North Pond",52,"Mason Fidino","Sunny",2012
"478","domestic goose",2012-05-19,10H 18M 0S,"North Pond",2,"Mason Fidino","Sunny",2012
"479","european starling",2012-05-19,10H 18M 0S,"North Pond",23,"Mason Fidino","Sunny",2012
"480","house sparrow",2012-05-19,10H 18M 0S,"North Pond",21,"Mason Fidino","Sunny",2012
"481","ring billed gull",2012-05-19,10H 18M 0S,"North Pond",2,"Mason Fidino","Sunny",2012
